,structure_name,SurfArea,GrayVol,AvgThick,sub_id
4,lh_G&S_transv_frontopol,512,1804,2.664,sub-0004
5,lh_G&S_cingul-Ant,1588,4846,2.79,sub-0004
6,lh_G&S_cingul-Mid-Ant,981,2676,2.694,sub-0004
7,lh_G&S_cingul-Mid-Post,1356,3840,2.712,sub-0004
8,lh_G_cingul-Post-dorsal,381,1479,3.012,sub-0004
9,lh_G_cingul-Post-ventral,171,616,2.973,sub-0004
10,lh_G_cuneus,1541,3025,1.788,sub-0004
11,lh_G_front_inf-Opercular,892,3422,2.846,sub-0004
12,lh_G_front_inf-Orbital,427,1736,2.912,sub-0004
13,lh_G_front_inf-Triangul,898,2848,2.594,sub-0004
14,lh_G_front_middle,3198,11199,2.745,sub-0004
15,lh_G_front_sup,4579,16709,2.923,sub-0004
16,lh_G_Ins_lg&S_cent_ins,472,1537,2.846,sub-0004
17,lh_G_insular_short,557,2658,3.205,sub-0004
18,lh_G_occipital_middle,1217,4153,2.517,sub-0004
19,lh_G_occipital_sup,1195,3028,2.241,sub-0004
20,lh_G_oc-temp_lat-fusifor,1396,5228,3.019,sub-0004
21,lh_G_oc-temp_med-Lingual,1927,4113,1.855,sub-0004
22,lh_G_oc-temp_med-Parahip,823,3229,3.078,sub-0004
23,lh_G_orbital,1867,6585,2.614,sub-0004
24,lh_G_pariet_inf-Angular,1838,6620,2.883,sub-0004
25,lh_G_pariet_inf-Supramar,2042,6867,2.708,sub-0004
26,lh_G_parietal_sup,1657,4804,2.374,sub-0004
27,lh_G_postcentral,1487,4211,2.302,sub-0004
28,lh_G_precentral,1563,5957,2.93,sub-0004
29,lh_G_precuneus,1624,5463,2.513,sub-0004
30,lh_G_rectus,578,2365,2.715,sub-0004
31,lh_G_subcallosal,506,1223,2.38,sub-0004
32,lh_G_temp_sup-G_T_transv,305,881,2.557,sub-0004
33,lh_G_temp_sup-Lateral,1339,5407,2.861,sub-0004
34,lh_G_temp_sup-Plan_polar,773,2850,3.164,sub-0004
35,lh_G_temp_sup-Plan_tempo,683,1994,2.765,sub-0004
36,lh_G_temporal_inf,2018,8080,2.92,sub-0004
37,lh_G_temporal_middle,1941,7983,2.998,sub-0004
38,lh_Lat_Fis-ant-Horizont,269,633,2.634,sub-0004
39,lh_Lat_Fis-ant-Vertical,272,547,2.335,sub-0004
40,lh_Lat_Fis-post,786,1609,2.509,sub-0004
41,lh_Pole_occipital,1328,2300,1.645,sub-0004
42,lh_Pole_temporal,1122,4774,3.207,sub-0004
43,lh_S_calcarine,2031,3052,1.708,sub-0004
44,lh_S_central,2315,4020,1.958,sub-0004
45,lh_S_cingul-Marginalis,868,1756,2.209,sub-0004
46,lh_S_circular_insula_ant,407,1096,3.204,sub-0004
47,lh_S_circular_insula_inf,895,2055,2.902,sub-0004
48,lh_S_circular_insula_sup,1182,2608,2.796,sub-0004
49,lh_S_collat_transv_ant,639,1409,2.609,sub-0004
50,lh_S_collat_transv_post,401,623,1.939,sub-0004
51,lh_S_front_inf,1953,4293,2.267,sub-0004
52,lh_S_front_middle,1041,2576,2.373,sub-0004
53,lh_S_front_sup,2062,4943,2.539,sub-0004
54,lh_S_interm_prim-Jensen,242,520,2.381,sub-0004
55,lh_S_intrapariet&P_trans,2062,4245,2.196,sub-0004
56,lh_S_oc_middle&Lunatus,814,1393,2.017,sub-0004
57,lh_S_oc_sup&transversal,958,1754,2.021,sub-0004
58,lh_S_occipital_ant,610,1146,2.374,sub-0004
59,lh_S_oc-temp_lat,766,1707,2.474,sub-0004
60,lh_S_oc-temp_med&Lingual,1406,3144,2.473,sub-0004
61,lh_S_orbital_lateral,234,500,2.124,sub-0004
62,lh_S_orbital_med-olfact,539,1117,2.467,sub-0004
63,lh_S_orbital-H_Shaped,1072,2691,2.76,sub-0004
64,lh_S_parieto_occipital,1639,3635,2.416,sub-0004
65,lh_S_pericallosal,1017,1528,1.751,sub-0004
66,lh_S_postcentral,1831,3859,2.182,sub-0004
67,lh_S_precentral-inf-part,1316,3014,2.535,sub-0004
68,lh_S_precentral-sup-part,860,2050,2.668,sub-0004
69,lh_S_suborbital,644,1488,2.394,sub-0004
70,lh_S_subparietal,641,1361,2.424,sub-0004
71,lh_S_temporal_inf,1410,3003,2.443,sub-0004
72,lh_S_temporal_sup,3990,9558,2.594,sub-0004
73,lh_S_temporal_transverse,95,245,2.717,sub-0004
0,rh_G&S_frontomargin,815,2199,2.377,sub-0004
1,rh_G&S_occipital_inf,1116,3140,2.462,sub-0004
2,rh_G&S_paracentral,962,2987,2.463,sub-0004
3,rh_G&S_subcentral,1140,3258,2.672,sub-0004
4,rh_G&S_transv_frontopol,911,2912,2.593,sub-0004
5,rh_G&S_cingul-Ant,1989,6189,2.956,sub-0004
6,rh_G&S_cingul-Mid-Ant,1057,3102,2.834,sub-0004
7,rh_G&S_cingul-Mid-Post,1279,3405,2.638,sub-0004
8,rh_G_cingul-Post-dorsal,475,1899,3.094,sub-0004
9,rh_G_cingul-Post-ventral,142,508,2.594,sub-0004
10,rh_G_cuneus,1574,2934,1.725,sub-0004
11,rh_G_front_inf-Opercular,1011,3937,2.951,sub-0004
12,rh_G_front_inf-Orbital,386,1538,3.014,sub-0004
13,rh_G_front_inf-Triangul,768,2523,2.66,sub-0004
14,rh_G_front_middle,2499,8714,2.64,sub-0004
15,rh_G_front_sup,4160,15963,3.029,sub-0004
16,rh_G_Ins_lg&S_cent_ins,481,1598,3.081,sub-0004
17,rh_G_insular_short,450,2005,3.432,sub-0004
18,rh_G_occipital_middle,1616,5923,2.753,sub-0004
19,rh_G_occipital_sup,1009,2856,2.362,sub-0004
20,rh_G_oc-temp_lat-fusifor,1500,5418,2.952,sub-0004
21,rh_G_oc-temp_med-Lingual,1889,4290,2.005,sub-0004
22,rh_G_oc-temp_med-Parahip,822,3816,3.388,sub-0004
23,rh_G_orbital,2015,7304,2.753,sub-0004
24,rh_G_pariet_inf-Angular,1617,5767,2.688,sub-0004
25,rh_G_pariet_inf-Supramar,1918,6449,2.711,sub-0004
26,rh_G_parietal_sup,1560,4305,2.217,sub-0004
27,rh_G_postcentral,1522,4522,2.29,sub-0004
28,rh_G_precentral,1756,6907,2.941,sub-0004
29,rh_G_precuneus,1506,4677,2.54,sub-0004
30,rh_G_rectus,548,2318,2.747,sub-0004
31,rh_G_subcallosal,333,911,2.713,sub-0004
32,rh_G_temp_sup-G_T_transv,272,1029,2.7,sub-0004
33,rh_G_temp_sup-Lateral,1305,4849,2.905,sub-0004
34,rh_G_temp_sup-Plan_polar,574,2215,3.44,sub-0004
35,rh_G_temp_sup-Plan_tempo,598,1802,2.725,sub-0004
36,rh_G_temporal_inf,1815,6803,2.842,sub-0004
37,rh_G_temporal_middle,2076,8759,3.154,sub-0004
38,rh_Lat_Fis-ant-Horizont,257,565,2.646,sub-0004
39,rh_Lat_Fis-ant-Vertical,224,536,2.609,sub-0004
40,rh_Lat_Fis-post,972,2119,2.595,sub-0004
41,rh_Pole_occipital,2372,4478,1.847,sub-0004
42,rh_Pole_temporal,1338,5907,3.178,sub-0004
43,rh_S_calcarine,1821,2962,1.864,sub-0004
44,rh_S_central,2375,4070,1.969,sub-0004
45,rh_S_cingul-Marginalis,930,2090,2.232,sub-0004
46,rh_S_circular_insula_ant,466,1216,3.21,sub-0004
47,rh_S_circular_insula_inf,739,1621,2.748,sub-0004
48,rh_S_circular_insula_sup,944,2392,2.822,sub-0004
49,rh_S_collat_transv_ant,557,1387,2.764,sub-0004
50,rh_S_collat_transv_post,440,849,2.325,sub-0004
51,rh_S_front_inf,1530,3487,2.393,sub-0004
52,rh_S_front_middle,1696,4434,2.477,sub-0004
53,rh_S_front_sup,1938,4683,2.595,sub-0004
54,rh_S_interm_prim-Jensen,276,571,2.557,sub-0004
55,rh_S_intrapariet&P_trans,2069,3809,2.027,sub-0004
56,rh_S_oc_middle&Lunatus,820,1418,2.031,sub-0004
57,rh_S_oc_sup&transversal,884,1873,2.373,sub-0004
58,rh_S_occipital_ant,603,1207,2.386,sub-0004
59,rh_S_oc-temp_lat,796,1699,2.465,sub-0004
60,rh_S_oc-temp_med&Lingual,1375,3067,2.57,sub-0004
61,rh_S_orbital_lateral,420,1084,2.74,sub-0004
62,rh_S_orbital_med-olfact,541,1220,2.669,sub-0004
63,rh_S_orbital-H_Shaped,1068,2518,2.485,sub-0004
64,rh_S_parieto_occipital,1783,3837,2.265,sub-0004
65,rh_S_pericallosal,1053,1643,1.762,sub-0004
66,rh_S_postcentral,1684,3407,2.247,sub-0004
67,rh_S_precentral-inf-part,1274,2836,2.522,sub-0004
68,rh_S_precentral-sup-part,999,2241,2.514,sub-0004
69,rh_S_suborbital,290,619,2.712,sub-0004
70,rh_S_subparietal,699,1689,2.681,sub-0004
71,rh_S_temporal_inf,938,1881,2.553,sub-0004
72,rh_S_temporal_sup,4159,9785,2.549,sub-0004
73,rh_S_temporal_transverse,240,454,2.475,sub-0004
0,lh_G&S_frontomargin,956,2568,2.438,sub-0005
1,lh_G&S_occipital_inf,1425,3549,2.236,sub-0005
2,lh_G&S_paracentral,1018,2807,2.32,sub-0005
3,lh_G&S_subcentral,1260,4297,3.043,sub-0005
4,lh_G&S_transv_frontopol,685,2328,2.723,sub-0005
5,lh_G&S_cingul-Ant,2153,6495,2.879,sub-0005
6,lh_G&S_cingul-Mid-Ant,1024,2762,2.588,sub-0005
7,lh_G&S_cingul-Mid-Post,1091,2615,2.412,sub-0005
8,lh_G_cingul-Post-dorsal,518,1915,2.816,sub-0005
9,lh_G_cingul-Post-ventral,279,819,2.587,sub-0005
10,lh_G_cuneus,1993,4149,1.883,sub-0005
11,lh_G_front_inf-Opercular,1265,4272,2.79,sub-0005
12,lh_G_front_inf-Orbital,299,1216,2.824,sub-0005
13,lh_G_front_inf-Triangul,894,3016,2.679,sub-0005
14,lh_G_front_middle,3542,11977,2.711,sub-0005
15,lh_G_front_sup,6008,20373,2.896,sub-0005
16,lh_G_Ins_lg&S_cent_ins,512,1540,2.923,sub-0005
17,lh_G_insular_short,728,3176,3.481,sub-0005
18,lh_G_occipital_middle,1740,5124,2.401,sub-0005
19,lh_G_occipital_sup,1150,2402,1.884,sub-0005
20,lh_G_oc-temp_lat-fusifor,1210,4194,2.842,sub-0005
21,lh_G_oc-temp_med-Lingual,2655,6334,2.025,sub-0005
22,lh_G_oc-temp_med-Parahip,1127,4621,3.271,sub-0005
23,lh_G_orbital,2117,7934,2.911,sub-0005
24,lh_G_pariet_inf-Angular,1616,5454,2.714,sub-0005
25,lh_G_pariet_inf-Supramar,3144,10025,2.731,sub-0005
26,lh_G_parietal_sup,2029,6142,2.45,sub-0005
27,lh_G_postcentral,1646,4674,2.28,sub-0005
28,lh_G_precentral,1888,6342,2.646,sub-0005
29,lh_G_precuneus,2386,7515,2.56,sub-0005
30,lh_G_rectus,656,2375,2.578,sub-0005
31,lh_G_subcallosal,548,1426,2.39,sub-0005
32,lh_G_temp_sup-G_T_transv,495,1545,2.521,sub-0005
33,lh_G_temp_sup-Lateral,1564,6741,3.202,sub-0005
34,lh_G_temp_sup-Plan_polar,641,2503,3.649,sub-0005
35,lh_G_temp_sup-Plan_tempo,849,2383,2.63,sub-0005
36,lh_G_temporal_inf,1556,6020,2.841,sub-0005
37,lh_G_temporal_middle,1855,7651,3.029,sub-0005
38,lh_Lat_Fis-ant-Horizont,252,516,2.447,sub-0005
39,lh_Lat_Fis-ant-Vertical,229,448,2.693,sub-0005
40,lh_Lat_Fis-post,1079,2141,2.548,sub-0005
41,lh_Pole_occipital,1891,3855,1.866,sub-0005
42,lh_Pole_temporal,1208,5453,3.303,sub-0005
43,lh_S_calcarine,2073,3119,1.755,sub-0005
44,lh_S_central,2537,3886,1.743,sub-0005
45,lh_S_cingul-Marginalis,663,1349,2.322,sub-0005
46,lh_S_circular_insula_ant,431,1103,2.979,sub-0005
47,lh_S_circular_insula_inf,1055,2484,2.786,sub-0005
48,lh_S_circular_insula_sup,1383,3107,2.867,sub-0005
49,lh_S_collat_transv_ant,815,2046,2.642,sub-0005
50,lh_S_collat_transv_post,401,637,1.92,sub-0005
51,lh_S_front_inf,1796,3951,2.335,sub-0005
52,lh_S_front_middle,1611,3641,2.372,sub-0005
53,lh_S_front_sup,2105,5060,2.585,sub-0005
54,lh_S_interm_prim-Jensen,275,593,2.587,sub-0005
55,lh_S_intrapariet&P_trans,2058,3963,2.223,sub-0005
56,lh_S_oc_middle&Lunatus,1097,1954,2.05,sub-0005
57,lh_S_oc_sup&transversal,849,1565,2.043,sub-0005
58,lh_S_occipital_ant,393,1001,2.563,sub-0005
59,lh_S_oc-temp_lat,716,1556,2.472,sub-0005
60,lh_S_oc-temp_med&Lingual,1357,3281,2.756,sub-0005
61,lh_S_orbital_lateral,324,659,2.322,sub-0005
62,lh_S_orbital_med-olfact,470,858,2.261,sub-0005
63,lh_S_orbital-H_Shaped,1203,3191,2.837,sub-0005
64,lh_S_parieto_occipital,1679,3467,2.307,sub-0005
65,lh_S_pericallosal,852,1086,1.717,sub-0005
66,lh_S_postcentral,2144,4240,2.123,sub-0005
67,lh_S_precentral-inf-part,1488,3583,2.536,sub-0005
68,lh_S_precentral-sup-part,1139,2429,2.425,sub-0005
69,lh_S_suborbital,560,988,2.19,sub-0005
70,lh_S_subparietal,898,1839,2.442,sub-0005
71,lh_S_temporal_inf,1151,2459,2.643,sub-0005
72,lh_S_temporal_sup,4118,9602,2.489,sub-0005
73,lh_S_temporal_transverse,380,705,2.27,sub-0005
0,rh_G&S_frontomargin,864,2334,2.59,sub-0005
1,rh_G&S_occipital_inf,1152,3353,2.557,sub-0005
2,rh_G&S_paracentral,941,2791,2.37,sub-0005
3,rh_G&S_subcentral,911,2927,2.912,sub-0005
4,rh_G&S_transv_frontopol,999,2870,2.489,sub-0005
5,rh_G&S_cingul-Ant,2600,7702,2.93,sub-0005
6,rh_G&S_cingul-Mid-Ant,1206,3391,2.755,sub-0005
7,rh_G&S_cingul-Mid-Post,1132,2874,2.525,sub-0005
8,rh_G_cingul-Post-dorsal,545,2019,2.911,sub-0005
9,rh_G_cingul-Post-ventral,279,954,2.888,sub-0005
10,rh_G_cuneus,1787,3251,1.723,sub-0005
11,rh_G_front_inf-Opercular,920,3323,2.763,sub-0005
12,rh_G_front_inf-Orbital,285,996,2.8,sub-0005
13,rh_G_front_inf-Triangul,662,2264,2.864,sub-0005
14,rh_G_front_middle,2919,9976,2.658,sub-0005
15,rh_G_front_sup,5969,20816,2.895,sub-0005
16,rh_G_Ins_lg&S_cent_ins,460,1599,3.285,sub-0005
17,rh_G_insular_short,605,2559,3.174,sub-0005
18,rh_G_occipital_middle,1847,5644,2.389,sub-0005
19,rh_G_occipital_sup,1168,2943,2.128,sub-0005
20,rh_G_oc-temp_lat-fusifor,1401,4858,2.748,sub-0005
21,rh_G_oc-temp_med-Lingual,2171,5133,2.077,sub-0005
22,rh_G_oc-temp_med-Parahip,994,4169,3.298,sub-0005
23,rh_G_orbital,2341,8612,2.866,sub-0005
24,rh_G_pariet_inf-Angular,2218,8291,2.862,sub-0005
25,rh_G_pariet_inf-Supramar,1849,6041,2.726,sub-0005
26,rh_G_parietal_sup,2097,6391,2.454,sub-0005
27,rh_G_postcentral,1420,3914,2.17,sub-0005
28,rh_G_precentral,2216,7419,2.621,sub-0005
29,rh_G_precuneus,2023,6102,2.509,sub-0005
30,rh_G_rectus,510,1780,2.545,sub-0005
31,rh_G_subcallosal,499,1175,2.154,sub-0005
32,rh_G_temp_sup-G_T_transv,275,969,2.626,sub-0005
33,rh_G_temp_sup-Lateral,1269,5432,3.196,sub-0005
34,rh_G_temp_sup-Plan_polar,781,2914,3.704,sub-0005
35,rh_G_temp_sup-Plan_tempo,740,2192,2.844,sub-0005
36,rh_G_temporal_inf,1615,6087,2.886,sub-0005
37,rh_G_temporal_middle,1910,7772,3.096,sub-0005
38,rh_Lat_Fis-ant-Horizont,256,709,2.94,sub-0005
39,rh_Lat_Fis-ant-Vertical,206,460,2.738,sub-0005
40,rh_Lat_Fis-post,1069,2427,2.717,sub-0005
41,rh_Pole_occipital,3213,6430,1.88,sub-0005
42,rh_Pole_temporal,1408,6580,3.399,sub-0005
43,rh_S_calcarine,1921,3117,1.891,sub-0005
44,rh_S_central,2253,3449,1.767,sub-0005
45,rh_S_cingul-Marginalis,923,2118,2.315,sub-0005
46,rh_S_circular_insula_ant,437,1065,2.961,sub-0005
47,rh_S_circular_insula_inf,773,1878,2.987,sub-0005
48,rh_S_circular_insula_sup,1065,2392,2.83,sub-0005
49,rh_S_collat_transv_ant,914,2123,2.523,sub-0005
50,rh_S_collat_transv_post,499,841,2.007,sub-0005
51,rh_S_front_inf,1377,2834,2.434,sub-0005
52,rh_S_front_middle,1657,3547,2.282,sub-0005
53,rh_S_front_sup,2163,5581,2.642,sub-0005
54,rh_S_interm_prim-Jensen,411,961,2.723,sub-0005
55,rh_S_intrapariet&P_trans,2680,5895,2.314,sub-0005
56,rh_S_oc_middle&Lunatus,1039,1899,2.092,sub-0005
57,rh_S_oc_sup&transversal,1079,1990,2.001,sub-0005
58,rh_S_occipital_ant,465,767,2.01,sub-0005
59,rh_S_oc-temp_lat,735,1533,2.481,sub-0005
60,rh_S_oc-temp_med&Lingual,1425,3217,2.465,sub-0005
61,rh_S_orbital_lateral,301,557,2.243,sub-0005
62,rh_S_orbital_med-olfact,537,1060,2.467,sub-0005
63,rh_S_orbital-H_Shaped,1238,3143,2.816,sub-0005
64,rh_S_parieto_occipital,1558,3382,2.446,sub-0005
65,rh_S_pericallosal,1141,1866,2.159,sub-0005
66,rh_S_postcentral,1797,3468,2.124,sub-0005
67,rh_S_precentral-inf-part,1275,2978,2.617,sub-0005
68,rh_S_precentral-sup-part,1704,3440,2.405,sub-0005
69,rh_S_suborbital,247,560,2.722,sub-0005
70,rh_S_subparietal,1453,3181,2.337,sub-0005
71,rh_S_temporal_inf,991,2017,2.563,sub-0005
72,rh_S_temporal_sup,4480,10969,2.656,sub-0005
73,rh_S_temporal_transverse,190,388,2.938,sub-0005
0,lh_G&S_frontomargin,849,2178,2.264,sub-0006
1,lh_G&S_occipital_inf,1100,2724,2.328,sub-0006
2,lh_G&S_paracentral,952,2460,2.223,sub-0006
3,lh_G&S_subcentral,736,2071,2.511,sub-0006
4,lh_G&S_transv_frontopol,445,1338,2.465,sub-0006
5,lh_G&S_cingul-Ant,1244,3601,2.777,sub-0006
6,lh_G&S_cingul-Mid-Ant,760,2053,2.646,sub-0006
7,lh_G&S_cingul-Mid-Post,970,2581,2.692,sub-0006
8,lh_G_cingul-Post-dorsal,348,1173,2.815,sub-0006
9,lh_G_cingul-Post-ventral,205,583,2.593,sub-0006
10,lh_G_cuneus,1381,2379,1.664,sub-0006
11,lh_G_front_inf-Opercular,697,2740,2.79,sub-0006
12,lh_G_front_inf-Orbital,270,1052,2.741,sub-0006
13,lh_G_front_inf-Triangul,556,1993,2.791,sub-0006
14,lh_G_front_middle,2778,8581,2.496,sub-0006
15,lh_G_front_sup,4603,15443,2.75,sub-0006
16,lh_G_Ins_lg&S_cent_ins,523,1606,2.993,sub-0006
17,lh_G_insular_short,368,1720,3.374,sub-0006
18,lh_G_occipital_middle,1633,4710,2.354,sub-0006
19,lh_G_occipital_sup,1022,2166,1.979,sub-0006
20,lh_G_oc-temp_lat-fusifor,994,3818,2.951,sub-0006
21,lh_G_oc-temp_med-Lingual,1828,3911,1.923,sub-0006
22,lh_G_oc-temp_med-Parahip,751,3091,3.353,sub-0006
23,lh_G_orbital,1432,4831,2.527,sub-0006
24,lh_G_pariet_inf-Angular,1492,5190,2.757,sub-0006
25,lh_G_pariet_inf-Supramar,1612,5250,2.754,sub-0006
26,lh_G_parietal_sup,1725,5149,2.33,sub-0006
27,lh_G_postcentral,1106,2871,2.087,sub-0006
28,lh_G_precentral,1345,5370,2.923,sub-0006
29,lh_G_precuneus,1523,5187,2.678,sub-0006
30,lh_G_rectus,583,1911,2.305,sub-0006
31,lh_G_subcallosal,440,1000,2.332,sub-0006
32,lh_G_temp_sup-G_T_transv,399,1035,2.136,sub-0006
33,lh_G_temp_sup-Lateral,1216,5124,3.047,sub-0006
34,lh_G_temp_sup-Plan_polar,418,1564,3.433,sub-0006
35,lh_G_temp_sup-Plan_tempo,532,1498,2.602,sub-0006
36,lh_G_temporal_inf,1571,5760,2.851,sub-0006
37,lh_G_temporal_middle,1543,5738,2.868,sub-0006
38,lh_Lat_Fis-ant-Horizont,199,380,2.218,sub-0006
39,lh_Lat_Fis-ant-Vertical,215,423,2.359,sub-0006
40,lh_Lat_Fis-post,691,1331,2.532,sub-0006
41,lh_Pole_occipital,1260,2333,1.754,sub-0006
42,lh_Pole_temporal,891,4395,3.433,sub-0006
43,lh_S_calcarine,1677,2663,1.913,sub-0006
44,lh_S_central,1951,3194,1.84,sub-0006
45,lh_S_cingul-Marginalis,760,1557,2.346,sub-0006
46,lh_S_circular_insula_ant,331,787,2.944,sub-0006
47,lh_S_circular_insula_inf,874,2080,2.765,sub-0006
48,lh_S_circular_insula_sup,1150,2489,2.661,sub-0006
49,lh_S_collat_transv_ant,548,1278,2.743,sub-0006
50,lh_S_collat_transv_post,294,441,2.0,sub-0006
51,lh_S_front_inf,979,2026,2.234,sub-0006
52,lh_S_front_middle,849,1864,2.323,sub-0006
53,lh_S_front_sup,1886,4597,2.392,sub-0006
54,lh_S_interm_prim-Jensen,220,495,2.781,sub-0006
55,lh_S_intrapariet&P_trans,2241,4095,2.138,sub-0006
56,lh_S_oc_middle&Lunatus,771,1354,2.044,sub-0006
57,lh_S_oc_sup&transversal,869,1525,1.937,sub-0006
58,lh_S_occipital_ant,613,1120,2.151,sub-0006
59,lh_S_oc-temp_lat,712,1512,2.464,sub-0006
60,lh_S_oc-temp_med&Lingual,1138,2612,2.654,sub-0006
61,lh_S_orbital_lateral,226,459,2.27,sub-0006
62,lh_S_orbital_med-olfact,432,773,2.221,sub-0006
63,lh_S_orbital-H_Shaped,964,2440,2.631,sub-0006
64,lh_S_parieto_occipital,1085,2148,2.251,sub-0006
65,lh_S_pericallosal,436,692,2.401,sub-0006
66,lh_S_postcentral,1407,2805,2.173,sub-0006
67,lh_S_precentral-inf-part,695,1589,2.521,sub-0006
68,lh_S_precentral-sup-part,918,1882,2.399,sub-0006
69,lh_S_suborbital,419,818,2.465,sub-0006
70,lh_S_subparietal,631,1334,2.496,sub-0006
71,lh_S_temporal_inf,842,1850,2.679,sub-0006
72,lh_S_temporal_sup,3663,8553,2.527,sub-0006
73,lh_S_temporal_transverse,241,412,2.147,sub-0006
0,rh_G&S_frontomargin,612,1524,2.283,sub-0006
1,rh_G&S_occipital_inf,604,1566,2.482,sub-0006
2,rh_G&S_paracentral,923,2484,2.302,sub-0006
3,rh_G&S_subcentral,800,2217,2.581,sub-0006
4,rh_G&S_transv_frontopol,709,2142,2.409,sub-0006
5,rh_G&S_cingul-Ant,1900,5360,2.767,sub-0006
6,rh_G&S_cingul-Mid-Ant,1010,2940,2.789,sub-0006
7,rh_G&S_cingul-Mid-Post,964,2487,2.576,sub-0006
8,rh_G_cingul-Post-dorsal,335,1257,2.841,sub-0006
9,rh_G_cingul-Post-ventral,229,759,2.661,sub-0006
10,rh_G_cuneus,1383,2575,1.723,sub-0006
11,rh_G_front_inf-Opercular,742,2738,2.844,sub-0006
12,rh_G_front_inf-Orbital,283,947,2.651,sub-0006
13,rh_G_front_inf-Triangul,581,1909,2.694,sub-0006
14,rh_G_front_middle,2397,8476,2.709,sub-0006
15,rh_G_front_sup,4307,14956,2.852,sub-0006
16,rh_G_Ins_lg&S_cent_ins,318,1200,3.431,sub-0006
17,rh_G_insular_short,402,1744,3.303,sub-0006
18,rh_G_occipital_middle,1250,3948,2.578,sub-0006
19,rh_G_occipital_sup,1053,2674,2.184,sub-0006
20,rh_G_oc-temp_lat-fusifor,1031,3717,2.88,sub-0006
21,rh_G_oc-temp_med-Lingual,1967,4486,2.017,sub-0006
22,rh_G_oc-temp_med-Parahip,728,3218,3.305,sub-0006
23,rh_G_orbital,1636,5730,2.677,sub-0006
24,rh_G_pariet_inf-Angular,1803,6223,2.613,sub-0006
25,rh_G_pariet_inf-Supramar,1294,4086,2.776,sub-0006
26,rh_G_parietal_sup,1398,3839,2.241,sub-0006
27,rh_G_postcentral,1276,3380,2.103,sub-0006
28,rh_G_precentral,1468,5191,2.668,sub-0006
29,rh_G_precuneus,1546,4608,2.451,sub-0006
30,rh_G_rectus,484,1654,2.389,sub-0006
31,rh_G_subcallosal,357,891,2.473,sub-0006
32,rh_G_temp_sup-G_T_transv,295,852,2.276,sub-0006
33,rh_G_temp_sup-Lateral,1227,5037,3.15,sub-0006
34,rh_G_temp_sup-Plan_polar,496,1848,3.504,sub-0006
35,rh_G_temp_sup-Plan_tempo,492,1402,2.77,sub-0006
36,rh_G_temporal_inf,1399,5277,2.925,sub-0006
37,rh_G_temporal_middle,1816,6878,2.974,sub-0006
38,rh_Lat_Fis-ant-Horizont,295,584,2.428,sub-0006
39,rh_Lat_Fis-ant-Vertical,159,331,2.304,sub-0006
40,rh_Lat_Fis-post,865,1811,2.616,sub-0006
41,rh_Pole_occipital,2272,4533,1.896,sub-0006
42,rh_Pole_temporal,1040,4837,3.302,sub-0006
43,rh_S_calcarine,1774,2613,1.811,sub-0006
44,rh_S_central,1883,2615,1.618,sub-0006
45,rh_S_cingul-Marginalis,814,1640,2.337,sub-0006
46,rh_S_circular_insula_ant,363,856,2.989,sub-0006
47,rh_S_circular_insula_inf,720,1652,2.743,sub-0006
48,rh_S_circular_insula_sup,863,1960,2.833,sub-0006
49,rh_S_collat_transv_ant,516,1295,2.906,sub-0006
50,rh_S_collat_transv_post,284,501,2.322,sub-0006
51,rh_S_front_inf,1143,2738,2.363,sub-0006
52,rh_S_front_middle,1334,2600,2.208,sub-0006
53,rh_S_front_sup,1467,3127,2.315,sub-0006
54,rh_S_interm_prim-Jensen,104,252,2.813,sub-0006
55,rh_S_intrapariet&P_trans,2037,4068,2.236,sub-0006
56,rh_S_oc_middle&Lunatus,812,1398,2.038,sub-0006
57,rh_S_oc_sup&transversal,805,1399,2.013,sub-0006
58,rh_S_occipital_ant,446,779,2.204,sub-0006
59,rh_S_oc-temp_lat,780,1682,2.562,sub-0006
60,rh_S_oc-temp_med&Lingual,1070,2327,2.577,sub-0006
61,rh_S_orbital_lateral,293,628,2.51,sub-0006
62,rh_S_orbital_med-olfact,542,1058,2.283,sub-0006
63,rh_S_orbital-H_Shaped,869,2174,2.707,sub-0006
64,rh_S_parieto_occipital,1145,2152,2.112,sub-0006
65,rh_S_pericallosal,659,942,1.975,sub-0006
66,rh_S_postcentral,1492,2741,2.162,sub-0006
67,rh_S_precentral-inf-part,910,1862,2.52,sub-0006
68,rh_S_precentral-sup-part,870,1784,2.39,sub-0006
69,rh_S_suborbital,200,373,2.388,sub-0006
70,rh_S_subparietal,808,1971,2.597,sub-0006
71,rh_S_temporal_inf,617,1363,2.847,sub-0006
72,rh_S_temporal_sup,3736,9021,2.694,sub-0006
73,rh_S_temporal_transverse,189,359,2.798,sub-0006
0,lh_G&S_frontomargin,891,2293,2.303,sub-0007
1,lh_G&S_occipital_inf,1351,3733,2.528,sub-0007
2,lh_G&S_paracentral,969,2728,2.31,sub-0007
3,lh_G&S_subcentral,1177,3399,2.576,sub-0007
4,lh_G&S_transv_frontopol,584,2101,2.705,sub-0007
5,lh_G&S_cingul-Ant,1679,5161,2.805,sub-0007
6,lh_G&S_cingul-Mid-Ant,1116,2971,2.729,sub-0007
7,lh_G&S_cingul-Mid-Post,803,2233,2.694,sub-0007
8,lh_G_cingul-Post-dorsal,374,1637,3.173,sub-0007
9,lh_G_cingul-Post-ventral,208,872,3.402,sub-0007
